chrom	start	end	nSites	recombRate	CI95LO	CI95HI
2R	19682300	19744000	538	6.794343892162678e-09	1.745612836716779e-09	1.734432118393655e-08
2R	19744000	19805700	627	4.568540275447966e-09	6.592499173529023e-10	1.4616250050755075e-08
2R	19805700	19867400	935	4.142176688943213e-09	9.142018681690203e-10	1.3157917775969399e-08
2R	19867400	19929100	928	4.629703574973039e-09	1.2824048256830774e-09	1.4099243838013735e-08
2R	19929100	19990800	1018	3.145497432470813e-09	4.2862441701938697e-10	1.0972242728784031e-08
2R	19990800	20052500	1041	3.824918750734373e-09	8.235087857255119e-10	1.2719183497662487e-08
2R	20052500	20114200	998	6.35628383713851e-09	1.307552781692611e-09	1.690626112891238e-08
2R	20114200	20175900	1028	1.8927861523747165e-09	0	7.041704643945667e-09
2R	20175900	20237600	1210	4.634165919657726e-09	1.2868671703677642e-09	1.4103706182698421e-08
2R	20237600	20299300	1454	3.412543996004809e-09	6.956709805533828e-10	1.1239289292318027e-08
2R	20299300	20361000	1122	5.19923798093339e-09	1.2585479399845093e-09	1.4621330820206367e-08
2R	20361000	20422700	922	6.645288887900791e-09	1.596557832454892e-09	1.7195266179674662e-08
2R	20422700	20484400	1220	2.5653937338803368e-09	1.6914369104494604e-10	8.858900249811193e-09
2R	20484400	20546100	1203	3.3967567528918064e-09	6.798837374403802e-10	1.1223502049205024e-08
2R	20546100	20607800	1347	8.911974510661446e-10	0	5.180738084872297e-09
2R	20607800	20669500	1291	1.5050783702892989e-09	0	6.03731007133807e-09
2R	20669500	20731200	1191	1.6371182936798524e-09	0	5.9131147616970915e-09
2R	20731200	20792900	1090	1.6225451946907217e-09	0	5.898541662707961e-09
2R	20792900	20854600	1363	2.052817311539979e-09	0	7.201735803110929e-09
2R	20854600	20916300	1332	9.242298087748398e-10	0	5.213770442580992e-09
2R	20916300	20978000	1375	9.772500562415756e-10	0	5.266790690047728e-09
2R	20978000	21039700	1355	1.899372406900517e-09	0	7.0482908984714676e-09
2R	21039700	21101400	1696	2.9575060334957297e-09	4.441162927187571e-10	9.78125821902095e-09
2R	21101400	21163100	1494	2.7809508333032554e-09	2.6756109252628274e-10	9.604703018828476e-09
2R	21163100	21224800	1293	5.136916173172637e-10	0	4.35660005323099e-09
2R	21224800	21286500	1330	2.5154302371662326e-08	1.559725379691362e-08	2.9654981845213696e-08
2R	21286500	21348200	905	0	0	2.404525121235679e-08
2R	21348200	21409900	1250	1.4652613033580172e-09	0	5.741257771375256e-09
2R	21409900	21471600	1228	7.073712649497851e-09	1.5752271159473727e-09	1.7556204013314697e-08
2R	21471600	21533300	1239	3.434389139095137e-09	5.858785561306007e-10	1.2316669561379474e-08
2R	21533300	21595000	1177	6.328405555034068e-09	1.6511015886734997e-09	1.601152492802811e-08
2R	21595000	21656700	942	1.2085222876411116e-10	0	4.268377973832603e-09
2R	21656700	21718400	1256	2.6128250996075794e-09	2.1657505677218864e-10	8.906331615538436e-09
2R	21718400	21780100	1210	1.94684532982719e-09	0	7.09576382139814e-09
2R	21780100	21841800	1329	1.7760518735455508e-09	0	6.05204834156279e-09
2R	21841800	21903500	1539	9.083057749266993e-09	2.148665200204186e-09	1.9325366661378744e-08
2R	21903500	21965200	1422	5.313086736689398e-09	1.3723966957405175e-09	1.4735179575962375e-08
2R	21965200	22026900	1304	1.1625629456714234e-08	3.1519236086032106e-09	2.1075509490754583e-08
2R	22026900	22088600	1452	5.633370185870965e-09	1.5381332807270587e-09	1.6076999480569515e-08
2R	22088600	22150300	1387	2.8329242886113892e-09	3.195345478344166e-10	9.65667647413661e-09
2R	22150300	22212000	1242	1.0490628616533747e-08	2.577104513857541e-09	2.0185815936169778e-08
2R	22212000	22273700	953	4.586496355104168e-09	6.772059970091047e-10	1.4634206130411277e-08
2R	22273700	22335400	1123	3.5976123404436046e-09	7.491017574790685e-10	1.2479892762727942e-08
2R	22335400	22397100	1114	8.253144546609416e-10	0	4.668222890574668e-09
2R	22397100	22458800	1185	1.6361104793937342e-08	6.544437226218192e-09	2.315486776834815e-08
2R	22458800	22520500	1293	4.728266020344302e-09	1.3809672710543402e-09	1.4197806283384997e-08
2R	22520500	22582200	1134	6.209381243197758e-09	1.53207727683719e-09	1.58925006161918e-08
2R	22582200	22643900	990	8.252551609119379e-10	0	5.11479579471809e-09
2R	22643900	22705600	1216	9.456362591512438e-10	0	5.235176892957396e-09
2R	22705600	22767300	1153	3.094056251815769e-09	5.806665110387964e-10	9.91780843734099e-09
2R	22767300	22829000	980	3.6269045502036446e-09	7.783939672391085e-10	1.2509184972487982e-08
2R	22829000	22890700	1440	3.426387693453629e-09	5.778771104890927e-10	1.2308668115737968e-08
2R	22890700	22952400	882	7.808881077224254e-09	2.0767152241346996e-09	1.8528833069979026e-08
2R	22952400	23014100	1040	1.7364367364453996e-09	0	6.88535522801635e-09
2R	23014100	23075800	1093	3.40589035142588e-09	6.890173359744539e-10	1.1232635647739098e-08
2R	23075800	23137500	1191	1.0608283232996227e-09	0	5.350368957105775e-09
2R	23137500	23199200	974	5.991183126525484e-10	0	4.7466440577210404e-09
2R	23199200	23260900	1139	1.3898615964547726e-09	0	5.922093297503544e-09
2R	23260900	23322600	1133	1.7750669612340048e-09	0	6.923985452804955e-09
2R	23322600	23384300	964	1.3310345727434285e-09	0	5.8632662737922e-09
2R	23384300	23446000	1037	3.673660653318946e-09	6.722506883100853e-10	1.2567925400247062e-08
2R	23446000	23507700	1166	4.092898835760238e-09	8.649240149860448e-10	1.3108639922786425e-08
2R	23507700	23569400	1083	6.100358738413334e-09	1.4230547720527656e-09	1.5783478111407375e-08
2R	23569400	23631100	1299	3.4442465233317604e-09	7.273735078803342e-10	1.1270991819644978e-08
2R	23631100	23692800	1143	3.842550234968005e-09	8.411402699591439e-10	1.273681498189612e-08
2R	23692800	23754500	1217	7.383467659202305e-09	1.8849821256518263e-09	1.7865959023019152e-08
2R	23754500	23816200	1163	7.626425820238704e-09	1.57286230311099e-09	1.8390405261347213e-08
2R	23816200	23877900	906	2.5181488139667503e-09	1.218987711313596e-10	8.811655329897607e-09
2R	23877900	23939600	718	8.592130086836038e-10	0	5.148753642489756e-09
2R	23939600	24001300	795	1.696829250254737e-09	0	5.972825718271976e-09
2R	24001300	24063000	908	4.8434906563516924e-09	1.4961919070617308e-09	1.4313030919392388e-08
2R	24063000	24124700	846	2.9038781523832835e-09	3.9048841160631083e-10	9.727630337908504e-09
2R	24124700	24186400	609	3.2830689148375013e-10	0	4.475832636552242e-09
2R	24186400	24248100	803	2.887382190544873e-09	3.739924497679004e-10	9.711134376070093e-09
2R	24248100	24309800	950	6.772186604277664e-09	1.723455548831765e-09	1.7322163896051535e-08
2R	24309800	24371500	838	1.292281567435945e-08	3.958171758272138e-09	2.078435482735736e-08
2R	24371500	24433200	739	1.0313166499282885e-08	3.274515481694947e-09	2.073434082276566e-08
2R	24433200	24494900	916	1.2095427313542456e-08	3.511193190010414e-09	2.0588234038089563e-08
2R	24494900	24556600	725	1.0867701138252093e-08	2.635862438672651e-09	2.0133496602482655e-08
2R	24556600	24618300	589	2.9647504642070895e-09	4.5136072343011687e-10	9.78850264973231e-09
2R	24618300	24680000	536	3.5143923638346936e-09	6.658817808701575e-10	1.2396672786119033e-08
2R	24680000	24741700	369	6.515222466467539e-10	0	4.49443068256048e-09
2R	24741700	24803400	329	2.436835975861387e-09	4.058593302599628e-11	8.730342491792244e-09
2R	24803400	24865100	458	2.3724333421466477e-09	0	8.213958983128262e-09
2R	24865100	24926800	308	9.862404391497059e-09	2.86984050801815e-09	1.9798859561275982e-08
2R	24926800	24988500	272	1.3297058655292372e-09	0	5.861937566578009e-09
2R	24988500	25050200	508	2.889825491479148e-10	0	4.436508294216407e-09
2R	25050200	25111900	688	9.47028986915909e-10	0	5.2365696207220615e-09
2R	25111900	25173600	594	1.11716760469413e-08	2.9398373473618584e-09	2.0437471511171864e-08
2R	25173600	25235300	788	2.5503674516443902e-08	1.7098431903414018e-08	3.031145646677728e-08
2R	25235300	25286936	574	0	0	2.404525121235679e-08
3L	0	69000	462	0	0	2.404525121235679e-08
3L	69000	138000	146	2.6898418218259716e-09	2.9359177899058083e-10	8.983348337756828e-09
3L	138000	207000	129	5.038085605123074e-10	0	4.6513343055807994e-09
3L	207000	276000	87	4.981660722439117e-10	0	4.341074508157638e-09
3L	276000	345000	488	3.957194079637198e-10	0	4.543245153032212e-09
3L	345000	414000	623	0	0	2.404525121235679e-08
3L	414000	483000	1149	3.4481416684026127e-09	7.312686529511865e-10	1.127488696471583e-08
3L	483000	552000	1073	7.682395723309497e-10	0	4.611148008244676e-09
3L	552000	621000	971	4.776783729251666e-10	0	4.320586808838893e-09
3L	621000	690000	843	3.767082656029403e-11	0	2.4082922038917084e-08
3L	690000	759000	1068	1.0165373340481876e-09	0	5.30607796785434e-09
3L	759000	828000	1261	6.728695953592557e-09	1.4606392960223157e-09	1.8290211609548204e-08
3L	828000	897000	1573	3.4579873551647486e-09	7.411143397133224e-10	1.1284732651477966e-08
3L	897000	966000	1190	9.4717400815632e-09	2.228726359438541e-09	1.9635723691874986e-08
3L	966000	1035000	1326	1.5301782563590693e-08	5.4518029982667306e-09	2.2444136294262097e-08
3L	1035000	1104000	1195	6.6549986713891174e-09	1.6062676159432186e-09	1.7204975963162987e-08
3L	1104000	1173000	888	5.10963137819495e-10	0	4.658488882887987e-09
3L	1173000	1242000	1365	1.0000896684145208e-09	0	5.289630302220673e-09
3L	1242000	1311000	1657	2.9359928822018724e-09	4.2260314142489977e-10	9.759745067727093e-09
3L	1311000	1380000	1409	3.4479075837527996e-09	5.993970007882635e-10	1.2330188006037137e-08
3L	1380000	1449000	1740	3.84496729154023e-09	8.435573265313689e-10	1.2739232038468346e-08
3L	1449000	1518000	1035	8.545130339112823e-09	2.0896213894918318e-09	1.8843198204234932e-08
3L	1518000	1587000	1350	2.232668618292359e-09	0	8.074194259273973e-09
3L	1587000	1656000	1604	9.79198178597733e-09	2.7994179024984213e-09	1.9728436955756253e-08
3L	1656000	1725000	1585	9.699582160964707e-09	2.707018277485798e-09	1.9636037330743628e-08
3L	1725000	1794000	883	4.156391497483208e-09	9.284166767090149e-10	1.3172132584509395e-08
3L	1794000	1863000	1300	1.8683931994771497e-09	0	7.0173116910481e-09
3L	1863000	1932000	1271	3.7493666390039825e-09	7.479566739951217e-10	1.2643631385932099e-08
3L	1932000	2001000	1315	2.4109355258343065e-09	0	8.25246116681592e-09
3L	2001000	2070000	1243	1.4659217258786798e-09	0	5.741918193895919e-09
3L	2070000	2139000	1235	9.602374373291777e-10	0	5.24977807113533e-09
3L	2139000	2208000	1572	4.110936737391714e-09	1.1095267723828529e-09	1.3005201484319828e-08
3L	2208000	2277000	1126	1.3452471349483197e-09	0	5.877478835997091e-09
3L	2277000	2346000	1399	3.936381784895854e-10	0	4.5411639235580774e-09
3L	2346000	2415000	1522	2.176081190679999e-09	0	8.017606831661613e-09
3L	2415000	2484000	1258	4.071024024514588e-09	8.430492037403954e-10	1.3086765111540774e-08
3L	2484000	2553000	1419	3.7154514715992976e-09	7.140415065904368e-10	1.2609716218527414e-08
3L	2553000	2622000	1357	3.668387620574707e-09	8.198770376101709e-10	1.2550668042859044e-08
3L	2622000	2691000	1218	3.0445380407766344e-09	5.311482999996617e-10	9.868290226301855e-09
3L	2691000	2760000	1159	0	0	2.404525121235679e-08
3L	2760000	2829000	1022	8.61731407135432e-09	2.1618051217333282e-09	1.891538193647643e-08
3L	2829000	2898000	1235	1.9556421116549276e-10	0	4.343089956233985e-09
3L	2898000	2967000	1117	1.7812690924569695e-09	0	6.93018758402792e-09
3L	2967000	3036000	1531	2.003631558096279e-09	0	7.1525500496672295e-09
3L	3036000	3105000	928	7.142241984130099e-10	0	4.557132634326736e-09
3L	3105000	3174000	1144	1.0243353492952087e-08	3.2047024753641483e-09	2.066452781643486e-08
3L	3174000	3243000	726	1.2523465772074376e-09	0	5.784578278256209e-09
3L	3243000	3312000	1393	5.554397552306342e-10	0	4.398348191144361e-09
3L	3312000	3381000	1022	1.5609686568117178e-09	0	5.836965124828957e-09
3L	3381000	3450000	922	0	0	2.404525121235679e-08
3L	3450000	3519000	1207	3.0313250976931556e-09	5.17935356916183e-10	9.855077283218376e-09
3L	3519000	3588000	1454	1.9226781336076043e-09	0	7.071596625178555e-09
3L	3588000	3657000	1080	9.48906923063101e-10	0	5.2384475568692534e-09
3L	3657000	3726000	1110	4.708729556636966e-09	7.994391985419027e-10	1.4756439331944075e-08
3L	3726000	3795000	1400	8.06229176744975e-09	2.0087282503220357e-09	1.8826271208558262e-08
3L	3795000	3864000	1199	6.446677344610438e-09	1.7693733782498697e-09	1.612979671760448e-08
3L	3864000	3933000	1480	9.160774204870376e-09	2.2263816558075693e-09	1.9403083116982127e-08
3L	3933000	4002000	1161	1.2622832405412982e-09	0	5.79451494159007e-09
3L	4002000	4071000	1303	6.745000084286132e-10	0	4.51740844434234e-09
3L	4071000	4140000	1215	2.0359057777072734e-09	0	7.184824269278224e-09
3L	4140000	4209000	1312	1.5701187164631143e-10	0	2.42022630840031e-08
3L	4209000	4278000	991	0	0	2.404525121235679e-08
3L	4278000	4347000	1260	1.9952549744923535e-09	0	7.144173466063304e-09
3L	4347000	4416000	1375	7.000767799261452e-10	0	4.542985215839872e-09
3L	4416000	4485000	942	0	0	2.404525121235679e-08
3L	4485000	4554000	1168	0	0	2.404525121235679e-08
3L	4554000	4623000	1230	1.8661625887185825e-09	0	7.015081080289533e-09
3L	4623000	4692000	1461	1.8772010794211005e-09	0	7.026119570992051e-09
3L	4692000	4761000	1385	3.259941467029459e-09	5.430684515780329e-10	1.1086686763342677e-08
3L	4761000	4830000	1288	1.7857864723517118e-09	0	6.934704963922662e-09
3L	4830000	4899000	1006	2.7079933326362486e-09	3.117432898008579e-10	9.001499848567105e-09
3L	4899000	4968000	960	3.052325372924035e-10	0	4.4527582823608955e-09
3L	4968000	5037000	1137	2.046350112774706e-09	0	7.195268604345657e-09
3L	5037000	5106000	874	1.8817925883742846e-09	0	7.030711079945235e-09
3L	5106000	5175000	1111	0	0	2.404525121235679e-08
3L	5175000	5244000	1073	0	0	2.404525121235679e-08
3L	5244000	5313000	1043	1.7902387085284292e-09	0	6.93915720009938e-09
3L	5313000	5382000	1367	1.4377545840459489e-09	0	5.96998628509472e-09
3L	5382000	5451000	1588	4.178115804276869e-09	9.501409835026756e-10	1.3193856891303054e-08
3L	5451000	5520000	1449	4.62591392034683e-09	7.166235622517665e-10	1.4673623695653939e-08
3L	5520000	5589000	1250	5.658609130603119e-11	0	2.410183730366282e-08
3L	5589000	5658000	1013	1.2982246022100586e-09	0	5.83045630325883e-09
3L	5658000	5727000	1022	3.965056366215975e-09	9.636464012071144e-10	1.285932111314409e-08
3L	5727000	5796000	1096	1.9162446298688957e-09	0	7.065163121439846e-09
3L	5796000	5865000	1039	6.587049924088419e-09	1.3189932665181777e-09	1.8148565580044066e-08
3L	5865000	5934000	1537	1.848218758273766e-09	0	6.124215226291005e-09
3L	5934000	6003000	1278	3.644648351192491e-09	7.961377682279549e-10	1.2526928773476828e-08
3L	6003000	6072000	1139	2.1486921505182847e-10	0	4.3623949601203205e-09
3L	6072000	6141000	1097	3.040842516810049e-11	0	2.407565963752489e-08
3L	6141000	6210000	687	3.252411751759854e-09	5.355387363084279e-10	1.1079157048073072e-08
3L	6210000	6279000	818	0	0	2.404525121235679e-08
3L	6279000	6348000	1081	4.561320641728013e-09	1.214021892438051e-09	1.4030860904768708e-08
3L	6348000	6417000	893	6.885610322800607e-09	1.6175536652303654e-09	1.8447125978756255e-08
3L	6417000	6486000	811	2.754354319686293e-09	3.581042768509022e-10	9.04786083561715e-09
3L	6486000	6555000	1150	4.458778245075782e-10	0	4.59340356957607e-09
3L	6555000	6624000	1254	1.7735226058498e-09	0	6.922441097420751e-09
3L	6624000	6693000	1077	6.257993619606086e-09	1.5806896532455173e-09	1.5941112992600128e-08
3L	6693000	6762000	1081	2.760571052087437e-09	3.643210092520463e-10	9.054077568018294e-09
3L	6762000	6831000	1127	4.737873595585382e-09	1.3905748462954203e-09	1.4207413858626077e-08
3L	6831000	6900000	971	3.7172957127199255e-09	7.158857477110647e-10	1.261156045964804e-08
3L	6900000	6969000	1100	4.751624776083526e-10	0	4.318070913522079e-09
3L	6969000	7038000	1513	1.9161401752865457e-09	0	7.065058666857496e-09
3L	7038000	7107000	1422	1.6638575435938583e-09	0	5.939854011611097e-09
3L	7107000	7176000	1210	1.0185466807989819e-09	0	5.308087314605134e-09
3L	7176000	7245000	1209	1.1220720811522177e-10	0	4.259732953183714e-09
3L	7245000	7314000	1273	3.814471285077385e-09	9.659607021128485e-10	1.2696751707361722e-08
3L	7314000	7383000	950	0	0	2.404525121235679e-08
3L	7383000	7452000	1283	2.7669708607995798e-09	3.7072081796418906e-10	9.060477376730436e-09
3L	7452000	7521000	1348	2.177840071066665e-09	0	8.019365712048279e-09
3L	7521000	7590000	1047	2.1461272447682976e-11	0	2.4066712484804473e-08
3L	7590000	7659000	1274	4.954205687331946e-09	1.0449153292368823e-09	1.5001915462639053e-08
3L	7659000	7728000	808	1.9525543904947617e-09	0	7.101472882065712e-09
3L	7728000	7797000	1332	3.215200087589614e-09	4.983270721381877e-10	1.1041945383902832e-08
3L	7797000	7866000	1045	2.680868836251856e-09	2.846187934164652e-10	8.974375352182712e-09
3L	7866000	7935000	1158	2.4862513627737817e-08	1.537848546492835e-08	2.9648629575745636e-08
3L	7935000	8004000	1308	1.4766064188022717e-09	0	5.752602886819511e-09
3L	8004000	8073000	1123	1.0251160878114995e-09	0	5.314656721617652e-09
3L	8073000	8142000	735	0	0	2.404525121235679e-08
3L	8142000	8211000	915	0	0	2.404525121235679e-08
3L	8211000	8280000	1055	1.7240223654914992e-09	0	6.87294085706245e-09
3L	8280000	8349000	932	6.424560381658085e-10	0	4.485364474079535e-09
3L	8349000	8418000	972	2.5201783777334835e-09	1.2392833489809273e-10	8.81368489366434e-09
3L	8418000	8487000	917	1.2422886117779458e-09	0	5.774520312826717e-09
3L	8487000	8556000	1018	0	0	2.404525121235679e-08
3L	8556000	8625000	1591	4.511213890891552e-09	1.1639151416015905e-09	1.3980754153932248e-08
3L	8625000	8694000	1344	1.725040972829611e-09	0	6.00103744084685e-09
3L	8694000	8763000	1307	1.676680986727756e-10	0	4.315193843741268e-09
3L	8763000	8832000	1302	4.914627027790896e-10	0	4.638988447847582e-09
3L	8832000	8901000	1396	3.507687053548365e-09	6.59176470583829e-10	1.2389967475832702e-08
3L	8901000	8970000	1074	1.4659329575542017e-09	0	5.741929425571441e-09
3L	8970000	9039000	1281	1.8602929150910526e-09	0	7.009211406662003e-09
3L	9039000	9108000	984	1.246826168252615e-10	0	2.416993382918205e-08
3L	9108000	9177000	739	1.7408753889798047e-09	0	6.016871856997044e-09
3L	9177000	9246000	1195	3.787009838427347e-09	9.38499255462811e-10	1.2669290260711684e-08
3L	9246000	9315000	1293	2.1668798782052923e-08	1.1789223179996489e-08	2.6961482806435684e-08
3L	9315000	9384000	1367	1.7757835421322755e-09	0	6.924702033703226e-09
3L	9384000	9453000	954	6.981673950874908e-10	0	4.541075831001217e-09
3L	9453000	9522000	1077	1.8372753504172095e-10	0	2.422897874739851e-08
3L	9522000	9591000	1180	3.690427537450523e-09	8.419169544859868e-10	1.2572707959734862e-08
3L	9591000	9660000	1394	5.457198632343381e-10	0	4.388628299148065e-09
3L	9660000	9729000	1018	1.8622707075186992e-09	0	6.138267175535938e-09
3L	9729000	9798000	1233	9.482869345743144e-10	0	5.237827568380467e-09
3L	9798000	9867000	1156	1.5655208549005768e-09	0	5.841517322917816e-09
3L	9867000	9936000	1106	6.64723958054709e-10	0	4.5076323939684356e-09
3L	9936000	10005000	1262	1.930356106994093e-09	0	7.079274598565043e-09
3L	10005000	10074000	1067	3.292335865568534e-09	5.754628501171078e-10	1.1119081161881752e-08
3L	10074000	10143000	1251	1.751076102320106e-09	0	6.899994593891057e-09
3L	10143000	10212000	1143	8.436894758140949e-10	0	4.686597911727821e-09
3L	10212000	10281000	1515	4.639727845375967e-09	1.292429096086005e-09	1.4109268108416662e-08
3L	10281000	10350000	1172	4.186973103593114e-09	9.58998282818921e-10	1.32027141906193e-08
3L	10350000	10419000	1053	3.453457620426932e-09	7.365846049755056e-10	1.128020291674015e-08
3L	10419000	10488000	1423	5.4587513265383955e-09	1.3635144213944894e-09	1.5902380621236947e-08
3L	10488000	10557000	1132	8.189654226199062e-10	0	5.108506056426059e-09
3L	10557000	10626000	1143	4.554787176077164e-09	1.2074884267872026e-09	1.402432743911786e-08
3L	10626000	10695000	1447	4.599391441770389e-09	6.901010836753249e-10	1.4647101217077497e-08
3L	10695000	10764000	1529	4.6639252798142e-09	7.54634921719136e-10	1.4711635055121308e-08
3L	10764000	10833000	1273	4.936024974165313e-09	1.0267346160702495e-09	1.4983734749472422e-08
3L	10833000	10902000	1218	6.206160451142758e-10	0	4.463524481028002e-09
3L	10902000	10971000	1527	4.660753541952192e-09	1.3134547926622306e-09	1.4130293804992888e-08
3L	10971000	11040000	1112	3.740394776597418e-09	7.389848115885569e-10	1.2634659523525532e-08
3L	11040000	11109000	1210	1.3666771718433183e-09	0	5.89890887289209e-09
3L	11109000	11178000	1469	5.337143252694209e-10	0	4.3766227611831475e-09
3L	11178000	11247000	1424	0	0	2.404525121235679e-08
3L	11247000	11316000	950	3.8403764776741753e-10	0	4.226946083681144e-09
3L	11316000	11385000	1287	1.4946834545941606e-09	0	6.026915155642932e-09
3L	11385000	11454000	1510	3.6728241324056957e-09	8.243135494411596e-10	1.2555104554690033e-08
3L	11454000	11523000	1134	7.482788727254217e-10	0	5.037819506531574e-09
3L	11523000	11592000	1394	2.7899294347151336e-09	2.76539693938161e-10	9.613681620240354e-09
3L	11592000	11661000	1334	1.0416828092056942e-09	0	5.331223443011847e-09
3L	11661000	11730000	1507	4.2582178677610144e-09	1.0302430469868214e-09	1.3273958954787202e-08
3L	11730000	11799000	1162	1.8816825179541736e-09	0	7.030601009525124e-09
3L	11799000	11868000	1450	0	0	2.404525121235679e-08
3L	11868000	11937000	1403	1.8060146143342245e-09	0	6.0820110823514636e-09
3L	11937000	12006000	691	1.3474923468850647e-09	0	5.879724047933836e-09
3L	12006000	12075000	1721	5.9888755200547656e-09	1.4927239134736433e-09	1.6129658755412037e-08
3L	12075000	12144000	1224	2.6170324852579275e-09	2.2078244242253682e-10	8.910539001188784e-09
3L	12144000	12213000	1131	2.0962626891839534e-10	0	4.357152013986887e-09
3L	12213000	12282000	1219	2.712502850358125e-09	3.162528075227342e-10	9.006009366288981e-09
3L	12282000	12351000	1478	5.572807868291551e-09	1.4775709631476452e-09	1.6016437162990103e-08
3L	12351000	12420000	1314	3.4057151372877442e-09	6.88842121836318e-10	1.1232460433600962e-08
3L	12420000	12489000	1349	2.1862615813726763e-09	0	8.02778722235429e-09
3L	12489000	12558000	1213	3.2718043627152553e-09	5.549313472638291e-10	1.1098549659028473e-08
3L	12558000	12627000	1266	8.043640103107103e-10	0	4.647272446224437e-09
3L	12627000	12696000	1314	5.206424568515814e-09	1.265734527566933e-09	1.462851740778879e-08
3L	12696000	12765000	1211	3.2785590923738783e-09	5.616860769224521e-10	1.1105304388687096e-08
3L	12765000	12834000	1329	0	0	2.404525121235679e-08
3L	12834000	12903000	1429	1.7845284190616178e-09	0	6.060524887078857e-09
3L	12903000	12972000	1020	3.6653671841138794e-09	6.639572191050186e-10	1.2559631931041995e-08
3L	12972000	13041000	1093	2.5479498186279134e-09	1.516997757925227e-10	8.84145633455877e-09
3L	13041000	13110000	1120	1.1774357941493237e-09	0	5.709667495198095e-09
3L	13110000	13179000	1193	2.324945818041797e-09	0	8.166471459023411e-09
3L	13179000	13248000	1374	4.972522303772388e-09	1.0632319456773242e-09	1.5020232079079498e-08
3L	13248000	13317000	1350	8.688295692651025e-10	0	5.158370203071255e-09
3L	13317000	13386000	1396	2.8089132126815516e-09	2.95523471904579e-10	9.632665398206772e-09
3L	13386000	13455000	1099	5.310333243224421e-10	0	4.373941760236169e-09
3L	13455000	13524000	939	2.370648438442963e-11	0	2.406895769674122e-08
3L	13524000	13593000	536	4.544327116664003e-09	1.197028367374041e-09	1.4013867379704698e-08
3L	13593000	13662000	745	4.245256514209218e-09	1.0172816934350254e-09	1.3260997601235405e-08
3L	13662000	13731000	848	1.3226905609985163e-09	0	5.854922262047288e-09
3L	13731000	13800000	932	0	0	2.404525121235679e-08
3L	13800000	13869000	830	0	0	2.404525121235679e-08
3L	13869000	13938000	1085	8.036296928628662e-10	0	5.093170326669019e-09
3L	13938000	14007000	1113	2.2303414151243064e-09	0	8.07186705610592e-09
3L	14007000	14076000	935	2.3215066789971174e-09	0	8.163032319978732e-09
3L	14076000	14145000	1482	1.3811828807793191e-09	0	5.9134145818280905e-09
3L	14145000	14214000	1422	3.336531385578036e-09	6.196583701266098e-10	1.1163276681891254e-08
3L	14214000	14283000	1174	8.312717353575386e-10	0	4.674180171271265e-09
3L	14283000	14352000	1153	2.3596685429164772e-09	0	8.201194183898091e-09
3L	14352000	14421000	1109	3.948154940891241e-09	9.4674497588238e-10	1.2842419687819355e-08
3L	14421000	14490000	886	1.966586122723756e-09	0	7.115504614294707e-09
3L	14490000	14559000	1162	3.950220446019643e-09	9.488104810107823e-10	1.2844485192947757e-08
3L	14559000	14628000	1136	4.0194430805132536e-10	0	4.244852743965052e-09
3L	14628000	14697000	1087	5.171079874973024e-10	0	4.6646337325657944e-09
3L	14697000	14766000	678	3.342265155931757e-09	6.253921404803306e-10	1.1169010452244975e-08
3L	14766000	14835000	661	2.434385017988069e-09	1.3660317071699476e-12	8.275910658969683e-09
3L	14835000	14904000	784	3.794619059680056e-09	7.932090946711951e-10	1.2688883806608172e-08
3L	14904000	14973000	994	0	0	2.404525121235679e-08
3L	14973000	15042000	1156	3.3431457192926414e-09	6.262727038412152e-10	1.116989101560586e-08
3L	15042000	15111000	1035	3.452653432459594e-09	7.357804170081679e-10	1.1279398728772812e-08
3L	15111000	15180000	836	2.343686991816951e-09	0	8.185212632798565e-09
3L	15180000	15249000	903	2.5130541259502024e-09	1.168040831148117e-10	8.806560641881059e-09
3L	15249000	15318000	1152	7.233622896172937e-10	0	4.56627072553102e-09
3L	15318000	15387000	883	1.5784878242901354e-09	0	5.8544842923073745e-09
3L	15387000	15456000	823	0	0	2.404525121235679e-08
3L	15456000	15525000	1073	1.460608797397072e-09	0	5.992840498445843e-09
3L	15525000	15594000	480	1.923398084008531e-09	0	7.072316575579481e-09
3L	15594000	15663000	1157	3.243666769198823e-09	5.26793753747397e-10	1.1070412065512041e-08
3L	15663000	15732000	1093	2.7305959564556906e-09	3.3434591362029985e-10	9.024102472386547e-09
3L	15732000	15801000	1090	1.3510393100147502e-09	0	5.883271011063522e-09
3L	15801000	15870000	634	0	0	2.404525121235679e-08
3L	15870000	15939000	813	1.754070361382448e-09	0	6.030066829399687e-09
3L	15939000	16008000	705	2.2555868521939546e-09	0	8.097112493175569e-09
3L	16008000	16077000	919	1.7323652540688605e-09	0	6.881283745639811e-09
3L	16077000	16146000	487	2.3000951365479373e-10	0	4.377535258723286e-09
3L	16146000	16215000	759	6.026689507984903e-10	0	4.445577386712217e-09
3L	16215000	16284000	1107	3.323553184512957e-09	6.066801690615309e-10	1.1150298480826175e-08
3L	16284000	16353000	1226	1.3601908792296593e-09	0	5.892422580278431e-09
3L	16353000	16422000	787	6.248560026236372e-10	0	4.467764438537364e-09
3L	16422000	16491000	1012	3.2767047427452794e-09	5.598317272938532e-10	1.1103450039058497e-08
3L	16491000	16560000	1073	9.68317504699336e-10	0	5.257858138505488e-09
3L	16560000	16629000	286	1.7532101206691892e-09	0	6.90212861224014e-09
