chrom	start	end	nSites	recombRate
3L	18757200	18816000	545	4.985037141923355e-09
3L	18816000	18874800	1136	7.975875555303458e-09
3L	18874800	18933600	824	1.5858140712733224e-08
3L	18933600	18992400	1017	1.58227850356505e-08
3L	18992400	19051200	814	1.2865919134181482e-08
3L	19051200	19110000	751	1.2241424271317821e-08
3L	19110000	19168800	667	7.183605199803624e-09
3L	19168800	19227600	904	5.093248941000163e-09
3L	19227600	19286400	783	2.0143704030752004e-08
3L	19286400	19345200	739	3.903404163075498e-09
3L	19345200	19404000	754	9.525078636175576e-09
3L	19404000	19462800	725	2.0124291146661123e-08
3L	19462800	19521600	760	1.5786257152432667e-08
3L	19521600	19580400	474	1.1549107259018183e-08
3L	19580400	19639200	359	8.0765065052736e-09
3L	19639200	19698000	637	6.746308301111954e-09
3L	19698000	19756800	97	1.3534925966024252e-08
3L	19756800	19815600	250	8.355333090605652e-09
3L	19815600	19874400	194	8.248745517494264e-09
3L	19874400	19933200	238	7.582810615802066e-09
3L	19933200	19992000	566	1.9704259544394943e-08
3L	19992000	20050800	385	7.800958826109246e-09
3L	20050800	20109600	621	1.9002835023374614e-08
3L	20109600	20168400	379	1.1237231059093901e-08
3L	20168400	20227200	377	1.4391080709936779e-08
3L	20227200	20286000	365	8.959831645155781e-09
3L	20286000	20344800	380	3.5582471219458516e-09
3L	20344800	20403600	402	9.862472666744794e-09
3L	20403600	20462400	454	6.581152718796047e-09
3L	20462400	20521200	421	1.1809738565766069e-08
3L	20521200	20580000	501	8.81579212832505e-09
3L	20580000	20638800	423	3.524201541015101e-09
3L	20638800	20697600	467	9.70037406373258e-10
3L	20697600	20756400	410	7.737194421750075e-09
3L	20756400	20815200	334	1.61428285402286e-08
3L	20815200	20874000	502	8.056649214911626e-09
3L	20874000	20932800	642	1.7430376184894817e-08
3L	20932800	20991600	511	6.536152636076285e-09
3L	20991600	21050400	375	1.1007019587189373e-08
3L	21050400	21109200	493	5.203590280787192e-09
3L	21109200	21168000	488	3.5007630579863105e-09
3L	21168000	21226800	391	4.566427865311617e-09
3L	21226800	21285600	422	4.227816229235679e-09
3L	21285600	21344400	373	2.766053466005496e-09
3L	21344400	21403200	414	5.005837385693034e-09
3L	21403200	21462000	451	3.9697740965875335e-09
3L	21462000	21520800	340	3.822662085638881e-09
3L	21520800	21579600	260	2.3044845405430592e-09
3L	21579600	21638400	407	1.1768127362847078e-08
3L	21638400	21697200	405	6.296759775728333e-09
3L	21697200	21756000	361	2.0460081530361026e-09
3L	21756000	21814800	486	2.4772988846261246e-08
3L	21814800	21873600	424	1.1468215166266704e-08
3L	21873600	21932400	460	2.8606826754464684e-09
3L	21932400	21991200	327	9.056196746097297e-09
3L	21991200	22050000	472	0
3L	22050000	22108800	263	1.5301201483772988e-09
3L	22108800	22167600	647	1.1987876112491016e-08
3L	22167600	22226400	475	1.1765203756109319e-08
3L	22226400	22285200	368	2.871117199339603e-09
3L	22285200	22344000	291	5.396073464971316e-09
3L	22344000	22402800	572	3.0363111314352503e-09
3L	22402800	22461600	520	8.476856774990726e-09
3L	22461600	22520400	547	1.0096719888999516e-08
3L	22520400	22579200	383	1.1010326691724522e-08
3L	22579200	22638000	419	4.056314886307646e-09
3L	22638000	22696800	350	1.5389617893616528e-08
3L	22696800	22755600	230	3.3079742034989713e-09
3L	22755600	22814400	193	4.999323562810874e-09
3L	22814400	22873200	321	8.704059481087781e-09
3L	22873200	22932000	376	5.6083270885456526e-09
3L	22932000	22990800	369	5.280887645655478e-09
3L	22990800	23049600	259	8.571661090581445e-10
3L	23049600	23108400	178	2.5229158624594883e-09
3L	23108400	23167200	93	5.081344718195262e-09
3L	23167200	23226000	133	4.744154279839068e-09
3L	23226000	23284800	161	1.8221164992456415e-09
3L	23284800	23343600	123	1.98022925730593e-09
3L	23402400	23461200	107	3.069149822238917e-09
3L	23520000	23578800	69	3.384213565620338e-09
3L	23578800	23637600	83	2.472517484274099e-09
3L	23637600	23696400	61	4.161592927234411e-09
3L	23696400	23755200	100	6.806518583237067e-09
3L	23755200	23814000	87	4.448020664497694e-09
3L	23814000	23872800	114	4.592163951320659e-09
3L	23872800	23931600	77	6.528023610706291e-09
3L	23931600	23990400	57	1.210778487637193e-08
3L	23990400	24049200	100	2.731286006867892e-09
3L	24049200	24108000	84	2.9076239337818473e-09
3L	24108000	24166800	115	2.350414041454144e-09
3L	24225600	24284400	69	6.4523301689788574e-09
3L	24284400	24343200	88	4.4720276266143815e-09
3L	24343200	24402000	54	9.748571565050219e-09
3L	24460800	24519600	73	2.4752042247252338e-09
3L	24519600	24578400	84	4.120139071205821e-09
3L	24696000	24754800	86	6.394305824298875e-09
3L	24754800	24813600	50	1.0514812571519475e-08
3L	24872400	24931200	54	7.380965573622806e-09
3L	25107600	25166400	56	7.2750400981792665e-09
3L	25401600	25460400	98	5.3767395363093085e-09
3L	25460400	25519200	100	3.1131573224242526e-09
3L	25930800	25989600	50	6.464710380226404e-09
3L	26283600	26342400	56	8.312923309920328e-09
3L	26460000	26518800	61	6.501096425655939e-09
3L	26695200	26754000	52	8.393026412350412e-09
3L	27165600	27224400	145	5.192600813022538e-09
3L	27400800	27459600	53	5.072731808839736e-09
3L	27577200	27636000	60	8.640947586951525e-09
3R	213200	266500	57	4.201280437525605e-09
3R	746200	799500	261	1.4451110939773556e-09
3R	1172600	1225900	57	7.607283414949115e-09
3R	1279200	1332500	55	3.626360842501317e-09
3R	1439100	1492400	64	9.482224449219158e-09
3R	1812200	1865500	54	7.906118433892701e-09
3R	2451800	2505100	59	4.6206082085401035e-09
3R	2505100	2558400	63	7.227336355987899e-09
3R	2718300	2771600	79	6.241547372250986e-09
3R	2824900	2878200	89	3.036672070538676e-09
3R	2878200	2931500	52	4.397802755864017e-09
3R	2984800	3038100	74	3.199135272729959e-09
3R	3624400	3677700	54	6.05460234743507e-09
3R	3837600	3890900	111	3.624531332420822e-09
3R	4050800	4104100	52	6.239609580439461e-09
3R	4157400	4210700	62	7.341839774811319e-09
3R	4210700	4264000	110	2.5826467723378633e-09
3R	4264000	4317300	71	5.51553190092397e-09
3R	4317300	4370600	70	7.992418973522093e-09
3R	4370600	4423900	79	4.279830937843602e-09
3R	4423900	4477200	117	1.8536061801502492e-09
3R	4477200	4530500	114	3.732163373062752e-09
3R	4530500	4583800	208	1.483912047595756e-09
3R	4583800	4637100	153	5.990423991041656e-09
3R	4637100	4690400	293	3.1134979587031116e-09
3R	4690400	4743700	180	3.91639797079887e-09
3R	4743700	4797000	161	5.750975861893492e-09
3R	4797000	4850300	263	2.6883906502949894e-09
3R	4850300	4903600	204	1.0115545119112632e-08
3R	4903600	4956900	198	1.2161466390480134e-08
3R	4956900	5010200	388	2.04901703220826e-08
3R	5010200	5063500	427	2.1583011306042886e-08
3R	5063500	5116800	334	9.295615548943308e-09
3R	5116800	5170100	408	3.007854466934126e-09
3R	5170100	5223400	414	5.541019841299407e-09
3R	5223400	5276700	302	5.816431040365278e-09
3R	5276700	5330000	323	5.5412510679125395e-09
3R	5330000	5383300	210	1.5991502071776006e-08
3R	5383300	5436600	341	6.268429439913408e-09
3R	5436600	5489900	293	4.847900585445666e-09
3R	5489900	5543200	257	7.91497750928397e-10
3R	5543200	5596500	130	2.9451108434768345e-09
3R	5596500	5649800	206	1.1199750353039753e-08
3R	5649800	5703100	210	9.21491633302522e-09
3R	5703100	5756400	220	1.4536244072702438e-08
3R	5756400	5809700	279	3.909535616094965e-09
3R	5809700	5863000	265	7.020909643064511e-09
3R	5863000	5916300	420	1.6857360649384985e-08
3R	5916300	5969600	532	2.5507129959154162e-08
3R	5969600	6022900	370	9.164866486661579e-09
3R	6022900	6076200	504	1.6314217019190894e-08
3R	6076200	6129500	488	1.893392864670998e-08
3R	6129500	6182800	279	1.3613997572172822e-08
3R	6182800	6236100	442	1.276196105312315e-09
3R	6236100	6289400	358	2.8495589834527274e-09
3R	6289400	6342700	358	4.4939772358415355e-09
3R	6342700	6396000	244	1.1438812164553783e-08
3R	6396000	6449300	374	1.0059805406163872e-08
3R	6449300	6502600	387	1.568026326070009e-08
3R	6502600	6555900	438	3.7373191625682656e-09
3R	6555900	6609200	462	1.171743712584638e-09
3R	6609200	6662500	448	6.830493963182205e-09
3R	6662500	6715800	470	6.07414832782034e-09
3R	6715800	6769100	485	3.3412685799207146e-09
3R	6769100	6822400	508	1.405231834787464e-09
3R	6822400	6875700	557	1.4277713967305478e-08
3R	6875700	6929000	467	8.053417682001256e-09
3R	6929000	6982300	461	1.6576298356489246e-08
3R	6982300	7035600	533	1.1301307901364478e-08
3R	7035600	7088900	403	1.4162968606489292e-08
3R	7088900	7142200	311	5.449974080394646e-09
3R	7142200	7195500	377	1.0951342474616363e-08
3R	7195500	7248800	384	2.1996782870734006e-08
3R	7248800	7302100	420	8.399268402970302e-09
3R	7302100	7355400	438	1.6095574280014468e-08
3R	7355400	7408700	449	4.819934572538264e-09
3R	7408700	7462000	535	1.3238721854764241e-08
3R	7462000	7515300	474	1.9719394172175516e-08
3R	7515300	7568600	495	3.2205132953366583e-10
3R	7568600	7621900	670	1.1186800247073808e-09
3R	7621900	7675200	625	8.647114005946634e-09
3R	7675200	7728500	435	2.0743286763903666e-08
3R	7728500	7781800	500	1.653506011222781e-08
3R	7781800	7835100	473	6.896694706489509e-09
3R	7835100	7888400	336	5.610043805156327e-09
3R	7888400	7941700	362	1.4890708689969872e-08
3R	7941700	7995000	518	2.486739472463197e-08
3R	7995000	8048300	484	6.732724583541418e-09
3R	8048300	8101600	478	1.577571667317382e-08
3R	8101600	8154900	376	1.3651532419092484e-08
3R	8154900	8208200	501	1.538604064872116e-08
3R	8208200	8261500	459	1.7947537486836062e-08
3R	8261500	8314800	390	1.1905695354346833e-08
3R	8314800	8368100	372	1.910632302622318e-09
3R	8368100	8421400	382	4.259261920687057e-09
3R	8421400	8474700	521	1.9222017267816377e-08
3R	8474700	8528000	503	9.470737562252594e-09
3R	8528000	8581300	530	8.319661027840083e-09
3R	8581300	8634600	423	1.4942879617533498e-08
3R	8634600	8687900	364	1.2716957874295115e-08
3R	8687900	8741200	327	7.673349934027331e-09
3R	8741200	8794500	477	6.972839322096225e-09
3R	8794500	8847800	384	7.29905608377354e-09
3R	8847800	8901100	539	1.2130753292615243e-08
3R	8901100	8954400	305	9.457224904568046e-09
3R	8954400	9007700	467	5.065855918919451e-09
3R	9007700	9061000	404	6.518555726849521e-09
3R	9061000	9114300	576	2.5806855482541982e-08
3R	9114300	9167600	552	4.16602796646777e-09
3R	9167600	9220900	566	8.384203707141017e-09
3R	9220900	9274200	390	1.1178452690068164e-08
3R	9274200	9327500	619	2.1464233578680602e-08
3R	9327500	9380800	472	5.162486084515046e-09
3R	9380800	9434100	433	1.3290273264194875e-08
3R	9434100	9487400	348	1.8242523569613845e-08
3R	9487400	9540700	361	3.631626041672559e-09
3R	9540700	9594000	357	7.775336097537374e-09
3R	9594000	9647300	509	1.0347408451382687e-08
3R	9647300	9700600	334	3.7292352545862e-09
3R	9700600	9753900	290	3.4471884156907624e-09
3R	9753900	9807200	197	1.5084874888003427e-09
3R	9807200	9860500	373	1.0794296742780581e-08
3R	9860500	9913800	593	2.3069304393089724e-08
3R	9913800	9967100	549	1.4998017013353413e-08
3R	9967100	10020400	323	1.0190374562861236e-08
3R	10020400	10073700	431	1.3298006102502123e-08
3R	10073700	10127000	412	5.455162580006408e-09
3R	10127000	10180300	570	6.792823200131409e-09
3R	10180300	10233600	480	3.3818257278642282e-09
3R	10233600	10286900	398	2.457881403630135e-09
3R	10286900	10340200	319	3.2172769744159577e-09
3R	10340200	10393500	442	1.2117898220859752e-08
3R	10393500	10446800	619	1.269994692714407e-08
3R	10446800	10500100	663	4.755231726510182e-09
3R	10500100	10553400	509	1.6499970574861928e-08
3R	10553400	10606700	446	9.935824516038747e-09
3R	10606700	10660000	570	1.1301011254538847e-08
3R	10660000	10713300	706	7.692968102233286e-09
3R	10713300	10766600	764	4.085934451482623e-09
3R	10766600	10819900	410	5.296820851202384e-09
3R	10819900	10873200	471	1.421930274102401e-08
3R	10873200	10926500	527	1.6541776575628094e-08
3R	10926500	10979800	484	1.0103845616455454e-08
3R	10979800	11033100	689	5.480588483973444e-09
3R	11033100	11086400	609	1.0111461995505113e-08
3R	11086400	11139700	723	6.690787971461995e-09
3R	11139700	11193000	784	1.49723797626223e-08
3R	11193000	11246300	518	1.1190919188320124e-08
3R	11246300	11299600	569	2.41896041013269e-08
3R	11299600	11352900	590	1.2809481793621879e-08
3R	11352900	11406200	362	2.4256506696288024e-09
3R	11406200	11459500	471	1.682570674252577e-09
3R	11459500	11512800	582	7.527741460031392e-09
3R	11512800	11566100	535	1.5339180319700377e-08
3R	11566100	11619400	538	6.913674635436352e-09
3R	11619400	11672700	540	8.721350156043981e-09
3R	11672700	11726000	599	1.2829982570729183e-08
3R	11726000	11779300	301	5.52810386107021e-09
3R	11779300	11832600	432	7.634576050841686e-09
3R	11832600	11885900	580	1.0275965631565455e-08
3R	11885900	11939200	756	7.442865501925836e-09
3R	11939200	11992500	471	6.89826817539351e-09
3R	11992500	12045800	634	1.1191194404386486e-08
3R	12045800	12099100	688	8.185324005283349e-09
3R	12099100	12152400	713	4.759312594248304e-09
3R	12152400	12205700	644	7.535848490674771e-09
3R	12205700	12259000	647	8.903187892546405e-09
3R	12259000	12312300	711	7.570561808946863e-09
3R	12312300	12365600	676	6.498845067998314e-09
3R	12365600	12418900	523	1.245427174679862e-09
3R	12418900	12472200	233	7.586914042234152e-09
3R	12472200	12525500	171	5.5456195589987035e-09
3R	12525500	12578800	745	6.6611650224829234e-09
3R	12578800	12632100	676	1.3820704012901366e-08
3R	12632100	12685400	587	4.132423408004019e-09
3R	12685400	12738700	557	9.576963632293204e-09
3R	12738700	12792000	742	6.577559118847551e-09
3R	12792000	12845300	743	6.816072190130901e-09
3R	12845300	12898600	788	1.5066274968558414e-08
3R	12898600	12951900	737	1.1468961859036919e-08
3R	12951900	13005200	643	6.94335736495443e-09
3R	13005200	13058500	530	2.6711494640448876e-08
3R	13058500	13111800	849	2.7252436330624307e-08
3R	13111800	13165100	764	7.953841914941288e-09
3R	13165100	13218400	838	6.086402210381686e-09
3R	13218400	13271700	724	1.160760872007551e-08
3R	13271700	13325000	843	1.4770403175058862e-08
3R	13325000	13378300	1106	1.2326671883906438e-08
3R	13378300	13431600	912	7.725763931518422e-09
3R	13431600	13484900	868	7.064617112620124e-09
3R	13484900	13538200	770	1.893376678808079e-08
3R	13538200	13591500	824	1.990874169789862e-08
3R	13591500	13644800	713	1.511057897457754e-08
3R	13644800	13698100	551	4.688602368017558e-09
3R	13698100	13751400	1023	1.1392289369991439e-08
3R	13751400	13804700	862	1.2218368158151724e-08
3R	13804700	13858000	1007	2.5105325781611047e-08
3R	13858000	13911300	954	1.4303140153256188e-08
3R	13911300	13964600	1154	8.830842161003257e-09
3R	13964600	14017900	869	7.634553492147722e-09
3R	14017900	14071200	943	1.2292911388470659e-08
3R	14071200	14124500	991	5.554716352339762e-09
3R	14124500	14177800	1180	1.1756304915307797e-08
3R	14177800	14231100	903	3.5285373219950165e-09
3R	14231100	14284400	722	1.571000393786329e-08
3R	14284400	14337700	1057	7.199303794933302e-09
3R	14337700	14391000	932	6.2116728938342135e-09
3R	14391000	14444300	1039	1.1595410106314375e-08
3R	14444300	14497600	991	2.1844421451699886e-08
3R	14497600	14550900	863	1.948054920039507e-09
3R	14550900	14604200	1091	6.74890593472193e-09
3R	14604200	14657500	768	3.795165293565933e-09
3R	14657500	14710800	1014	4.641532525126585e-09
3R	14710800	14764100	968	7.774482814938178e-09
3R	14764100	14817400	907	9.93303851733417e-09
3R	14817400	14870700	863	9.783356219479819e-10
3R	14870700	14924000	702	5.2638671110595e-09
3R	14924000	14977300	772	6.742043580018024e-09
3R	14977300	15030600	981	4.788898321382334e-09
3R	15030600	15083900	954	9.494883824304511e-09
3R	15083900	15137200	756	1.3116611080368747e-08
3R	15137200	15190500	998	2.7837394820734195e-09
3R	15190500	15243800	615	4.523328352558339e-09
3R	15243800	15297100	526	1.5004001970141811e-09
3R	15297100	15350400	456	5.023454597744365e-09
3R	15350400	15403700	587	3.832631900436353e-09
3R	15403700	15457000	627	1.3226809172449102e-08
3R	15457000	15510300	848	1.0015154983200554e-08
3R	15510300	15563600	736	5.114902179673236e-10
3R	15563600	15616900	843	6.2056632577621525e-09
3R	15616900	15670200	936	3.23275900608358e-09
3R	15670200	15723500	862	5.471783825719222e-09
3R	15723500	15776800	772	6.89792866704935e-09
3R	15776800	15830100	738	3.492105031242856e-09
3R	15830100	15883400	611	4.976012536402981e-09
3R	15883400	15936700	451	3.6371642010407677e-09
3R	15936700	15990000	630	6.258694235533165e-09
3R	15990000	16043300	711	5.203328599937206e-09
3R	16043300	16096600	529	4.63091527581234e-09
3R	16096600	16149900	636	9.810777163656464e-09
3R	16149900	16203200	830	6.479424288364544e-09
3R	16203200	16256500	718	1.992932057877164e-09
3R	16256500	16309800	529	2.967593965816242e-09
3R	16309800	16363100	678	2.769626763129423e-09
3R	16363100	16416400	734	4.110427553454238e-09
3R	16416400	16469700	699	9.003098092244392e-09
3R	16469700	16523000	793	3.161385554250288e-09
3R	16523000	16576300	741	5.730523022010861e-09
3R	16576300	16629600	472	2.3437321563019508e-09
3R	16629600	16682900	458	4.691591394967814e-09
3R	16682900	16736200	832	3.4469244789713815e-09
3R	16736200	16789500	862	2.957299305825685e-09
3R	16789500	16842800	881	2.7769290123656317e-09
3R	16842800	16896100	1027	3.6335435306595153e-09
3R	16896100	16949400	865	5.648427422936391e-09
3R	16949400	17002700	723	2.465771306844109e-09
3R	17002700	17056000	778	2.073049259490974e-09
3R	17056000	17109300	753	9.320735782607128e-09
3R	17109300	17162600	1076	3.2687965196913677e-09
3R	17162600	17215900	1047	1.4246609476100308e-08
3R	17215900	17269200	921	4.478822305236395e-09
3R	17269200	17322500	904	7.767888908692445e-09
3R	17322500	17375800	970	3.1976317357772456e-09
3R	17375800	17429100	865	1.899612380620812e-09
3R	17429100	17482400	1092	7.1350611462620894e-09
3R	17482400	17535700	960	1.1987238829386528e-08
3R	17535700	17589000	841	1.45098037324662e-08
3R	17589000	17642300	1352	1.3754521028853426e-09
3R	17642300	17695600	970	1.5172249368169486e-08
3R	17695600	17748900	831	3.7202952441681933e-09
3R	17748900	17802200	779	5.111709848205757e-09
3R	17802200	17855500	1066	1.0127732453526782e-08
3R	17855500	17908800	894	8.157121126089322e-09
3R	17908800	17962100	1050	4.557477703481326e-09
3R	17962100	18015400	1014	2.2773194464377016e-08
3R	18015400	18068700	1122	2.1845567997320614e-08
3R	18068700	18122000	1340	2.334821106178535e-08
3R	18122000	18175300	996	1.2087238135925674e-08
3R	18175300	18228600	923	2.259981736604586e-08
3R	18228600	18281900	1088	9.028698826089651e-09
3R	18281900	18335200	1061	1.0331242327320602e-08
3R	18335200	18388500	1121	2.5878465512966086e-09
3R	18388500	18441800	621	6.398454368118889e-09
3R	18441800	18495100	1032	1.0731529996661976e-08
3R	18495100	18548400	1211	1.3481378394161461e-08
3R	18548400	18601700	1042	5.403072299773704e-09
3R	18601700	18655000	964	4.497004612571529e-09
3R	18655000	18708300	914	5.744277057720826e-09
3R	18708300	18761600	711	6.04017719057967e-09
3R	18761600	18814900	1078	1.7876780169331665e-08
3R	18814900	18868200	1239	1.218574518485909e-08
3R	18868200	18921500	1090	1.5063901088994195e-08
3R	18921500	18974800	1072	1.0077687118901931e-08
3R	18974800	19028100	1032	1.3203333185591597e-08
3R	19028100	19081400	857	7.24474602805476e-09
3R	19081400	19134700	1013	5.201961543082978e-09
3R	19134700	19188000	1004	9.824412766223117e-09
3R	19188000	19241300	903	5.3782870627152516e-09
3R	19241300	19294600	1189	6.6370306037453365e-09
3R	19294600	19347900	1003	2.2338776619002523e-08
3R	19347900	19401200	1048	8.812278611740129e-09
3R	19401200	19454500	895	6.219913584739331e-09
3R	19454500	19507800	1153	4.370301452052276e-09
3R	19507800	19561100	1103	1.0226344400387133e-08
3R	19561100	19614400	1194	6.7977590423707734e-09
3R	19614400	19667700	995	5.843825190380688e-09
3R	19667700	19721000	534	2.7232754146412084e-09
3R	19721000	19774300	719	1.0149526407765584e-08
3R	19774300	19827600	994	4.344528144198193e-09
3R	19827600	19880900	746	3.834433212149393e-09
3R	19880900	19934200	769	2.375332374806985e-09
3R	19934200	19987500	1005	6.044629148833502e-09
3R	19987500	20040800	802	4.476949933637367e-09
3R	20040800	20094100	898	4.922150270759391e-09
3R	20094100	20147400	780	4.759184009692708e-09
3R	20147400	20200700	851	5.693301176969952e-09
3R	20200700	20254000	987	6.408091442180389e-09
3R	20254000	20307300	490	6.3409342102490036e-09
3R	20307300	20360600	864	2.8610706849826528e-09
3R	20360600	20413900	721	4.160628543067442e-09
3R	20413900	20467200	846	4.234198083758147e-09
3R	20467200	20520500	988	6.014189575132927e-09
3R	20520500	20573800	756	4.522617753698468e-09
3R	20573800	20627100	754	3.422405434501706e-09
3R	20627100	20680400	749	3.799565366823648e-09
3R	20680400	20733700	984	5.604151474292881e-09
3R	20733700	20787000	691	9.384669377171031e-09
3R	20787000	20840300	636	1.3944783033345236e-08
3R	20840300	20893600	1071	2.138562780956239e-08
3R	20893600	20946900	1130	6.0741054663018075e-09
3R	20946900	21000200	922	8.781447644699273e-09
3R	21000200	21053500	962	5.29757882331958e-09
3R	21053500	21106800	1080	1.0614870530662928e-08
3R	21106800	21160100	912	7.285155416552809e-09
3R	21160100	21213400	1245	1.1639168896898756e-08
3R	21213400	21266700	1065	1.6396263870337624e-08
3R	21266700	21320000	713	0
3R	21320000	21373300	858	5.299984708030861e-09
3R	21373300	21426600	1163	8.225648798679031e-09
3R	21426600	21479900	1016	8.617678294127466e-09
3R	21479900	21533200	1155	5.596940587767229e-09
3R	21533200	21586500	958	6.33960099143572e-09
3R	21586500	21639800	559	3.3322465065412786e-10
3R	21639800	21693100	1009	1.2562113583294426e-09
3R	21693100	21746400	1002	7.649743388728508e-09
3R	21746400	21799700	743	4.832016157362309e-10
3R	21799700	21853000	991	7.863710345109425e-09
3R	21853000	21906300	1241	9.912696779019312e-09
3R	21906300	21959600	1050	7.775768660494137e-09
3R	21959600	22012900	758	6.599446691666303e-09
3R	22012900	22066200	953	1.5739053473040157e-08
3R	22066200	22119500	1124	6.809670032783864e-09
3R	22119500	22172800	860	1.3594221493109118e-08
3R	22172800	22226100	658	1.1108239319071982e-08
3R	22226100	22279400	709	8.297314949566508e-09
3R	22279400	22332700	886	7.340918252162883e-09
3R	22332700	22386000	1036	1.0716680736360049e-08
3R	22386000	22439300	786	6.2763452856254426e-09
3R	22439300	22492600	573	1.8141584834462926e-08
3R	22492600	22545900	999	1.9571043401232417e-09
3R	22545900	22599200	1061	1.1642210936779827e-08
3R	22599200	22652500	1123	8.224671443263032e-09
3R	22652500	22705800	1085	9.25179866972197e-09
3R	22705800	22759100	839	2.4944490465460816e-09
3R	22759100	22812400	1141	7.843081547413874e-09
3R	22812400	22865700	1026	3.329699353721181e-09
3R	22865700	22919000	1094	1.3344373524059787e-08
3R	22919000	22972300	952	1.2531161650969326e-08
3R	22972300	23025600	859	5.3663535136081965e-09
3R	23025600	23078900	996	7.488855347343276e-09
3R	23078900	23132200	1004	3.6443130511580172e-09
3R	23132200	23185500	1113	9.697619370928009e-09
3R	23185500	23238800	1106	1.5984040572259594e-08
3R	23238800	23292100	921	5.675114357896025e-09
3R	23292100	23345400	1022	1.1718246706688166e-08
3R	23345400	23398700	1137	1.0410620731707085e-08
3R	23398700	23452000	762	4.754904625447702e-09
3R	23452000	23505300	728	5.075719707855293e-09
3R	23505300	23558600	761	3.946298391713702e-09
3R	23558600	23611900	910	3.7161715149115386e-09
3R	23611900	23665200	817	7.052545955479887e-09
3R	23665200	23718500	856	1.9023629909454474e-08
3R	23718500	23771800	820	1.3436098583636545e-08
3R	23771800	23825100	774	8.680620434091642e-09
3R	23825100	23878400	652	6.4900979344137e-09
3R	23878400	23931700	712	7.392794224802927e-09
3R	23931700	23985000	890	1.0586761270048853e-08
3R	23985000	24038300	849	8.230575617440809e-09
3R	24038300	24091600	799	9.625329472152421e-09
3R	24091600	24144900	700	3.866843287767741e-09
3R	24144900	24198200	728	4.0199220732699205e-09
3R	24198200	24251500	294	6.288954467616724e-09
3R	24251500	24304800	817	1.426782155131454e-09
3R	24304800	24358100	502	2.9887777073833114e-09
3R	24358100	24411400	883	4.373470948554245e-09
3R	24411400	24464700	857	7.787181103770619e-09
3R	24464700	24518000	1032	1.058474790661255e-08
3R	24518000	24571300	1020	8.55262578834294e-09
3R	24571300	24624600	678	1.172655225383843e-08
3R	24624600	24677900	641	9.364570708783638e-09
3R	24677900	24731200	714	6.598745116284018e-09
3R	24731200	24784500	918	4.066918600405512e-09
3R	24784500	24837800	669	7.01338293482336e-09
3R	24837800	24891100	700	6.836237406665486e-09
3R	24891100	24944400	633	4.062652751376884e-09
3R	24944400	24997700	831	1.081020851756822e-08
3R	24997700	25051000	706	1.0240390571183932e-08
3R	25051000	25104300	968	5.397967267329609e-09
3R	25104300	25157600	909	6.36592473142253e-09
3R	25157600	25210900	1099	4.784946038199808e-09
3R	25210900	25264200	779	4.765653843121637e-09
3R	25264200	25317500	974	3.6013319715480527e-09
3R	25317500	25370800	761	2.2367362708298123e-09
3R	25370800	25424100	917	2.5751798446357173e-09
3R	25424100	25477400	907	3.548271667474888e-09
3R	25477400	25530700	843	5.560419190173909e-09
3R	25530700	25584000	1260	2.489329774497635e-08
3R	25584000	25637300	1017	1.0155136754954478e-08
3R	25637300	25690600	1030	7.099028144393095e-09
3R	25690600	25743900	792	3.541828904478716e-09
3R	25743900	25797200	1035	3.555890866361293e-09
3R	25797200	25850500	935	1.4849835855590555e-09
3R	25850500	25903800	963	5.3470861330933845e-09
3R	25903800	25957100	1144	9.232368866610616e-09
3R	25957100	26010400	842	2.43545355009094e-09
3R	26010400	26063700	890	9.143930039064964e-10
3R	26063700	26117000	683	6.020115744037318e-09
3R	26117000	26170300	1286	3.5142215748053445e-09
3R	26170300	26223600	1016	5.927742403992765e-09
3R	26223600	26276900	1050	6.194359096216699e-09
3R	26276900	26330200	1011	5.707085666916769e-09
3R	26330200	26383500	763	2.7451099745291446e-09
3R	26383500	26436800	961	2.781395633770541e-09
3R	26436800	26490100	1028	6.135117709997347e-09
3R	26490100	26543400	636	4.761397017570595e-09
3R	26543400	26596700	663	1.1722904513024421e-08
3R	26596700	26650000	1025	1.746671781789561e-08
3R	26650000	26703300	1092	5.9705588051367926e-09
3R	26703300	26756600	818	2.65597606293785e-09
3R	26756600	26809900	956	8.81795889088031e-09
3R	26809900	26863200	858	6.530246769996462e-09
3R	26863200	26916500	1078	8.205611038765342e-09
3R	26916500	26969800	1270	1.0391691167634387e-08
3R	26969800	27023100	1020	9.296925081127929e-09
3R	27023100	27076400	1324	4.979644486131217e-09
3R	27076400	27129700	1018	1.6188690259313913e-08
3R	27129700	27183000	1159	1.1323104111472674e-08
3R	27183000	27236300	1014	4.2975327449973e-09
3R	27236300	27289600	485	1.7254017385476799e-09
3R	27289600	27342900	1050	6.2486556167191016e-09
3R	27342900	27396200	842	4.3615419111859824e-09
3R	27396200	27449500	1001	6.868007943309949e-09
3R	27449500	27502800	1108	7.523564153876573e-09
3R	27502800	27556100	950	1.8028193841235615e-08
3R	27556100	27609400	943	1.681052305529796e-08
3R	27609400	27662700	1097	9.381244967427267e-09
3R	27662700	27716000	1025	2.3362884364274352e-08
3R	27716000	27769300	957	1.7942923669953036e-08
3R	27769300	27822600	873	3.0900324052415642e-09
3R	27822600	27875900	872	7.632360787094404e-09
3R	27875900	27929200	766	8.721097498671583e-09
3R	27929200	27982500	783	3.5195567059278744e-09
